Republic of Tatarstan,"Sviyazhsk","Island Monastery Moans","Built by Ivan the Terrible, the island fortress saw cruelty and faith collide. Tourists describe low moans after dark, thought to be ghosts of prisoners or forcibly converted locals."
Republic of Tatarstan,"Tetyushi","Volga River Water Spirit","A rusalkalike being called Su Anasy in Tatar folklore. Fishermen offer bread and salt on the riverbank so she won’t tangle their nets or lure them into swirling depths."
Republic of Tatarstan,"Chistopol","Ghost of Marina Tsvetaeva","Poet Marina Tsvetaeva briefly stayed here; night strollers say they sense pages rustling and quiet verses recited near her former residence. A faint smell of ink sometimes drifts in empty rooms."
Republic of Tatarstan,"Almetyevsk","Black Oil Poltergeist","Center of Tatarstan’s oil fields, where a rumored poltergeist causes pipeline valves to misfire. Workers blame a spirit punishing those who disrespect the land while drilling."
Republic of Tatarstan,"Elabuga","Shurale Trickster of the Woods","A Tatar forest spirit with a single horn, known for playful pranks. Hikers report getting lost if they mock local legends, hearing giggles in the undergrowth guiding them astray."
Republic of Tatarstan,"Mamadysh","Cheryomukha Grove Siren","A siren-like figure dwells in bird-cherry groves, singing sweet lullabies. Anyone entranced wanders among fragrant blossoms, losing track of time until sunrise frees them."
Republic of Tatarstan,"Nizhnekamsk","Kama River Mermaid","A mermaid seated on drifting logs emerges near the industrial banks at night. Security cameras occasionally record a fleeting silhouette sliding into the water, leaving just ripples behind."
Republic of Tatarstan,"Laishevo","Tatar Dombra Phantom","In a deserted music school, a dombra (lute) chord strums after lights-out. Janitors find picks and strings repositioned each morning, as though an unseen musician practiced late into the night."

Republic of Sakha (Yakutia),"Yakutsk","Chyskhaan, Lord of the Cold","A personification of winter among the Sakha people. In the coldest months, some swear they see a tall figure wearing a frost-encrusted crown walking through empty streets at -50°C."
Republic of Sakha (Yakutia),"Oymyakon","Pole of Cold Spirit Lights","One of the coldest inhabited places on Earth. Aurora-like lights sometimes dance overhead, said to be ancestral spirits forging ice patterns across the sky."
Republic of Sakha (Yakutia),"Lena Pillars Nature Park","Whispering Stone Forest","Towering rock pillars along the Lena River produce odd echoes. Guides say they hear faint voices chanting in the quiet dawn, attributing it to sacred guardians of the pillars."
Republic of Sakha (Yakutia),"Verkhoyansk","Midnight Sun Phantom","During the polar summer, a lone traveler in furs is said to walk deserted roads. Truckers see him wave a greeting, then vanish into sunlit tundra that never darkens."
Republic of Sakha (Yakutia),"Mirny","Diamond Pit Shadow","A massive open-pit diamond mine rumored to hold a cunning spirit that punishes greed. Workers sometimes find footprints near the pit’s edge, leading straight down vertical walls."
Republic of Sakha (Yakutia),"Kolyma Highway (Road of Bones)","Gulag Prisoner Lanterns","Ex-prisoner spirits allegedly haunt the road they built under brutal conditions. Drivers see ghostly lanterns flicker in rearview mirrors, reminiscent of forced labor marches."
Republic of Sakha (Yakutia),"Chersky Range","Ghost Reindeer Herd","High slopes where nomads once lost entire herds to a blizzard. On stormy nights, a spectral herd gallops across ridges, hooves stirring snow that glows with ethereal light."
Republic of Sakha (Yakutia),"Aldan","Gold Miner’s Echoes","Abandoned gold mines produce echoes of pickaxes under the permafrost. Some explorers claim to see faint lantern light deep within collapsed tunnels, though no living miners remain."
Republic of Sakha (Yakutia),"Ust-Nera","Frozen River Siren","A woman’s plaintive song emerges from ice-locked rivers at -40°C. Locals say it’s a sorrowful rusalka trapped in solid ice until spring thaw frees her wailing spirit."
Republic of Sakha (Yakutia),"Vilyuysk","Vilyuy River Khaardykan","A water spirit that breathes icy fog over the river at dusk. Fishermen who show reverence find calm waters, while the disrespectful face sudden freezing mists that disorient them."

Republic of Buryatia,"Ulan-Ude","Datsan Bells at Night","Ivolginsky Datsan is the center of Russian Buddhism. Residents sometimes hear bells chiming and low chanting in the courtyard long after the temple is closed."
Republic of Buryatia,"Lake Baikal (Olkhon Island)","Shaman Rock Guardian","The famed Burkhan Cape is said to host a powerful spirit. Visitors witness flickering lights or swirling dust devils on windless days, as if the shamanic guardian wards off intruders."
Republic of Buryatia,"Tarbagatai","Old Believer Ghost Choir","A village of Old Believers preserving ancient rites. Dusk wanderers near the church hear polyphonic singing with no choir in sight, rumored to be ancestors who never left."
Republic of Buryatia,"Gusinoozyorsk","Noyon Mountain Drums","A local mountain where legends tell of hidden shrines. Shepherds recount hearing drumbeats echo along the ridges, believed to be centuries-old ceremonies continuing in spirit."
Republic of Buryatia,"Kyakhta","Tea Caravan Phantoms","A major trade route to Mongolia and China once thrived here. At twilight, travelers glimpse ghostly camels loaded with tea chests plodding through dusty streets."
Republic of Buryatia,"Severobaykalsk","Hot Springs Spirit","Thermal springs along Baikal’s northern shore are said to harbor a healing spirit who emerges as steam. Bathers who respect nature feel renewed energy; others find sudden chills and strange dreams."
Republic of Buryatia,"Barguzin Valley","She-Wolf of the Taiga","A female wolf of enormous size roams the valley, known to spare lost children. Hunters stumbling across her den claim to see humanlike intelligence in her eyes."
Republic of Buryatia,"Selenga River Delta","Drowned Caravan Legend","An 18th-century caravan tried to cross the delta and sank. Fishermen occasionally see wagon wheels or hear braying animals in swirling, muddy waters, as though trapped in time."
Republic of Buryatia,"Okinsky District","Healer of the Sayan Mountains","A reclusive shaman rumored to cure ailments with mountain herbs. Rare encounters describe a tall figure in wolfskin robes offering pungent brews that banish sickness overnight."
Republic of Buryatia,"Ust-Barguzin","Sable Witch Apparition","A shape-shifting witch who appears as a sable, haunting trappers who overhunt. When they set traps recklessly, they find them snapped or scattered, with footprints vanishing into rocky crags."

Republic of Karelia,"Petrozavodsk","Kalevala Bard’s Echo","Karelia inspired the Finnish-Karelian epic ‘Kalevala.’ Strollers along Lake Onega hear distant runic chanting near dawn, possibly from bardic spirits recounting ancient tales."
Republic of Karelia,"Kizhi Island","Miraculous Wooden Churches","Famous for the 22-domed Transfiguration Church built without nails. Late visitors see ethereal lights dancing above its spires, believed to be angelic guardians preserving the fragile structure."
Republic of Karelia,"Sortavala","Ruskeala Marble Ghosts","Ruskeala’s flooded marble quarries produce eerie reflections. Boaters spot phantom silhouettes drifting along sheer walls at twilight, rumored to be quarry workers who drowned."
Republic of Karelia,"Valaam (Lake Ladoga)","Swan Choir by the Monastery","Monks on Valaam claimed swans join in liturgical chants at sunrise. Pilgrims occasionally hear honking harmonize with hymns, then watch the birds glide away silently."
Republic of Karelia,"Kem","Kem Prison Shadows","An old prison complex turned museum. Night guards hear clanking chains and see a robed priest figure pacing empty cells, perhaps souls of political prisoners who died here."
Republic of Karelia,"Kondopoga","Sacred Waterfall of Kivach","A revered waterfall where Petrovsky beliefs once thrived. Legend says the roar of the falls can become voices warning of floods or tragedy, if one listens intently."
Republic of Karelia,"Medvezhyegorsk","Bear Spirit of the North","The region’s name implies ‘bear mountain.’ Some hunters claim to see a giant white-furred bear vanish among pine groves, guiding misled hikers to safety when storms strike."
Republic of Karelia,"Olonec","Marsh Wisp Dancers","In boggy meadows, lights flicker in circles, called ‘wisp dancers.’ Peasant lore labels them restless souls of drowned lovers who never found each other in life."
Republic of Karelia,"Pudozh","Shaytanka Rock Paintings","Ancient petroglyphs rumored to come alive on equinox nights. Campers near the site see faint outlines pulsating with a reddish glow, as though recounting prehistoric hunts."
Republic of Karelia,"Lakhdenpokhya","Ladoga Skerry Sirens","The rocky skerries of Lake Ladoga harbor watery spirits singing in Finnish-Karelian tongues. Kayakers hear high-pitched calls echoing off granite cliffs, tempting them into hidden coves."

Republic of Kalmykia,"Elista","Chess City Phantom Games","Elista boasts ‘Chess City’ built for an international tournament. Nightwatchers see spectral players seated at boards under lampposts, apparently locked in endless silent matches."
Republic of Kalmykia,"Buddhist Temple Golden Abode","Candlelit Lama Apparition","The largest Buddhist temple in Europe stands here. After closing, security sometimes glimpses a hooded lama figure pacing the halls, with a single candle illuminating his path."
Republic of Kalmykia,"Malye Derbety","Steppe Dhugr (Demon)","Nomads warn of a shape-shifting demon that adopts appearances of lost travelers. Camel herders find hoofprints abruptly changing to human footprints that vanish in tall grass."
Republic of Kalmykia,"Gorodovikovsk","Wild Horse Guardian","A legendary horse with a fiery mane roams the dusty plains. Ranchers who catch sight of it say their herds thrive afterward, but the creature disappears as quickly as it arrives."
Republic of Kalmykia,"Priyutnoye","Salt Lake Lights","Flickering orbs appear on salt flats at dusk. Local tradition calls them spirits of ancient Oirat warriors searching for water in the barren steppe."
Republic of Kalmykia,"Lagan (Caspian Coast)","Caspian Sea Lotus Lady","Expansive lotus fields flourish here. Fishermen relate sightings of a robed woman among the blooms at sunrise, rumored to be a protective guardian of the fragile habitat."
